,path,exp,run,subset
269,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0008.cxi,cxip14117,8,train
270,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0213.cxi,cxilr2316,213,train
271,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0153.cxi,cxig0715,153,train
272,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0137.cxi,cxils8717,137,train
273,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0069.cxi,cxilr2816,69,train
274,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0156.cxi,cxilr2816,156,train
275,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0275.cxi,cxilr2316,275,train
276,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0225.cxi,cxils9717,225,train
277,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0122.cxi,cxig0715,122,train
278,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip10116_0013.cxi,cxip10116,13,train
279,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0213.cxi,cxilr2816,213,train
280,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0089.cxi,cxilr2816,89,train
281,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0046.cxi,cxim1416,46,train
282,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0222.cxi,cxig0715,222,train
283,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0421.cxi,cxilr8416,421,train
284,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0109.cxi,cxim1416,109,train
285,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0049.cxi,cxim1416,49,train
286,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr6716_0064.cxi,cxilr6716,64,train
287,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0326.cxi,cxilt4317,326,train
288,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0060.cxi,cxilr2816,60,train
289,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0056.cxi,cxils8717,56,train
290,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0142.cxi,cxilr2816,142,train
291,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0375.cxi,cxil8416,375,train
292,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0366.cxi,cxilt4317,366,train
293,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0090.cxi,cxilt5917,90,train
294,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0169.cxi,cxils9717,169,train
295,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0110.cxi,cxils8717,110,train
296,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0276.cxi,cxilr2316,276,train
297,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0039.cxi,cxip14117,39,train
298,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0294.cxi,cxilr2316,294,train
299,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0134.cxi,cxilt5917,134,train
300,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0029.cxi,cxip14117,29,train
301,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0210.cxi,cxilr2816,210,train
302,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0004.cxi,cxip14117,4,train
303,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0232.cxi,cxilt5917,232,train
304,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim7216_0027.cxi,cxim7216,27,train
305,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0244.cxi,cxils9717,244,train
306,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils2616_0214.cxi,cxils2616,214,train
307,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0136.cxi,cxilr2816,136,train
308,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0239.cxi,cxil8416,239,train
309,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0086.cxi,cxim1416,86,train
310,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0200.cxi,cxils9717,200,train
311,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0103.cxi,cxim1416,103,train
312,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0227.cxi,cxig0715,227,train
313,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0423.cxi,cxilr8416,423,train
314,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0174.cxi,cxilt4317,174,train
315,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0083.cxi,cxim1416,83,train
316,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0446.cxi,cxilr8416,446,train
317,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0072.cxi,cxils9717,72,train
318,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0214.cxi,cxilt5917,214,train
319,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0003.cxi,cxilu1817,3,train
320,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0411.cxi,cxilr8416,411,train
321,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0201.cxi,cxilr2816,201,train
322,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0167.cxi,cxilt4317,167,train
323,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilq8015_0054.cxi,cxilq8015,54,train
324,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0010.cxi,cxig0715,10,train
325,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0071.cxi,cxilt5917,71,train
326,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0143.cxi,cxilr2816,143,train
327,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils2616_0036.cxi,cxils2616,36,train
328,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip10116_0012.cxi,cxip10116,12,train
329,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0032.cxi,cxils8717,32,train
330,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0173.cxi,cxilr2316,173,train
331,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0136.cxi,cxilp9515,136,train
332,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0039.cxi,cxic0515,39,train
333,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0274.cxi,cxilr2316,274,train
334,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0132.cxi,cxilt5917,132,train
335,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0246.cxi,cxil8416,246,train
336,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0123.cxi,cxilt5917,123,train
337,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0278.cxi,cxilr2316,278,train
338,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0076.cxi,cxils8717,76,train
339,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0081.cxi,cxilr2816,81,train
340,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0048.cxi,cxils8717,48,train
341,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0223.cxi,cxils9717,223,train
342,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0123.cxi,cxils8317,123,train
343,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0223.cxi,cxig0715,223,train
344,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0288.cxi,cxilr2316,288,train
345,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0221.cxi,cxilt5917,221,train
346,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0378.cxi,cxil8416,378,train
347,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0086.cxi,cxilr2316,86,train
348,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0177.cxi,cxilu1817,177,train
349,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0248.cxi,cxils9717,248,train
350,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0179.cxi,cxilr2816,179,train
351,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0370.cxi,cxilt4317,370,train
352,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil5316_0016.cxi,cxil5316,16,train
353,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0218.cxi,cxils9717,218,train
354,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0241.cxi,cxil8416,241,train
355,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0156.cxi,cxils9717,156,train
356,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilq8015_0141.cxi,cxilq8015,141,train
357,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0033.cxi,cxim1416,33,train
358,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0064.cxi,cxils8717,64,train
359,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0095.cxi,cxils8317,95,train
360,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0104.cxi,cxilr2816,104,train
361,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0101.cxi,cxilt4317,101,train
362,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0069.cxi,cxip14117,69,train
363,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0159.cxi,cxilt5917,159,train
364,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0094.cxi,cxim1416,94,train
365,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0074.cxi,cxils8717,74,train
366,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0110.cxi,cxilt4317,110,train
367,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0176.cxi,cxils9717,176,train
368,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0111.cxi,cxilr2316,111,train
369,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0112.cxi,cxilr2816,112,train
370,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0023.cxi,cxim1416,23,train
371,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0102.cxi,cxils9717,102,train
372,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0084.cxi,cxilr2316,84,train
373,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0080.cxi,cxils8717,80,train
374,/reg/data/ana03/scratch/yoon82/autosfx/output/cxik6315_0015.cxi,cxik6315,15,train
375,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0161.cxi,cxils9717,161,train
376,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0010.cxi,cxil8416,10,train
377,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0041.cxi,cxilu4517,41,train
378,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0188.cxi,cxilr2816,188,train
379,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0102.cxi,cxilt5917,102,train
380,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0219.cxi,cxilr2816,219,train
381,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0041.cxi,cxip14117,41,train
382,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0017.cxi,cxic0515,17,train
383,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0037.cxi,cxilu4517,37,train
384,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0183.cxi,cxilp9515,183,train
385,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0216.cxi,cxilr8416,216,train
386,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim2716_0035.cxi,cxim2716,35,train
387,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0029.cxi,cxils8717,29,train
388,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0299.cxi,cxilr2316,299,train
389,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0308.cxi,cxilr2316,308,train
390,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0105.cxi,cxils8717,105,train
391,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0145.cxi,cxig0715,145,train
392,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0059.cxi,cxip14117,59,train
393,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0415.cxi,cxilr8416,415,train
394,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0133.cxi,cxilt5917,133,train
395,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0147.cxi,cxilt5917,147,train
396,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0155.cxi,cxilr2316,155,train
397,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0202.cxi,cxilr8416,202,train
398,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0387.cxi,cxil8416,387,train
399,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0103.cxi,cxils9717,103,train
400,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil5316_0017.cxi,cxil5316,17,train
401,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0159.cxi,cxils9717,159,train
402,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0473.cxi,cxilr8416,473,train
403,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0076.cxi,cxilu4517,76,train
404,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0066.cxi,cxim1416,66,train
405,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0188.cxi,cxilr2316,188,train
406,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0075.cxi,cxilr2816,75,train
407,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0062.cxi,cxils9717,62,train
408,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0069.cxi,cxilt5917,69,train
409,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0170.cxi,cxils9717,170,train
410,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0227.cxi,cxilr2816,227,train
411,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0422.cxi,cxilr8416,422,train
412,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0081.cxi,cxilt5917,81,train
413,/reg/data/ana03/scratch/yoon82/autosfx/output/cxif5315_0176.cxi,cxif5315,176,train
414,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0169.cxi,cxilr2316,169,train
415,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0120.cxi,cxim1416,120,train
416,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0122.cxi,cxils9717,122,train
417,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0424.cxi,cxilr8416,424,train
418,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0199.cxi,cxils9717,199,train
419,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0024.cxi,cxilr2816,24,train
420,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0149.cxi,cxilr2816,149,train
421,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr6716_0132.cxi,cxilr6716,132,train
422,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0061.cxi,cxils9717,61,train
423,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0049.cxi,cxilr2816,49,train
424,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0022.cxi,cxip14117,22,train
425,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0094.cxi,cxilp9515,94,train
426,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0233.cxi,cxils9717,233,train
427,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0119.cxi,cxilr2816,119,train
428,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0087.cxi,cxils8317,87,train
429,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0080.cxi,cxic0515,80,train
430,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0209.cxi,cxilr2316,209,train
431,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0086.cxi,cxils8317,86,train
432,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim7216_0033.cxi,cxim7216,33,train
433,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0264.cxi,cxilr2316,264,train
434,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0139.cxi,cxils9717,139,train
435,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0475.cxi,cxilr8416,475,train
436,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0138.cxi,cxils9717,138,train
437,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0080.cxi,cxilr2816,80,train
438,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0028.cxi,cxils9717,28,train
439,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0150.cxi,cxils8717,150,train
440,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0135.cxi,cxilr2316,135,train
441,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0012.cxi,cxil8416,12,train
442,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0128.cxi,cxilr2316,128,train
443,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0162.cxi,cxils9717,162,train
444,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0140.cxi,cxils8317,140,train
445,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0191.cxi,cxilr2316,191,train
446,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim0916_0043.cxi,cxim0916,43,train
447,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0079.cxi,cxip14117,79,train
448,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0311.cxi,cxilt4317,311,train
449,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0432.cxi,cxilr8416,432,train
450,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0106.cxi,cxils8717,106,train
451,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0124.cxi,cxim1416,124,train
452,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0187.cxi,cxilu1817,187,train
453,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0108.cxi,cxils9717,108,train
454,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0149.cxi,cxig0715,149,train
455,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0147.cxi,cxils8717,147,train
456,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr7416_0179.cxi,cxilr7416,179,train
457,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0211.cxi,cxilr2316,211,train
458,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0057.cxi,cxils8317,57,train
459,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0037.cxi,cxils8717,37,train
460,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0171.cxi,cxilr2816,171,train
461,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0142.cxi,cxig0715,142,train
462,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0112.cxi,cxils8717,112,train
463,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0107.cxi,cxilt5917,107,train
464,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0200.cxi,cxilr2316,200,train
465,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0176.cxi,cxilt4317,176,train
466,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0020.cxi,cxilr2816,20,train
467,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0134.cxi,cxilr2316,134,train
468,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0058.cxi,cxilr2816,58,train
469,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0148.cxi,cxilt5917,148,train
470,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0081.cxi,cxip14117,81,train
471,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0171.cxi,cxilr2316,171,train
472,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0210.cxi,cxig0715,210,train
473,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0151.cxi,cxils8717,151,train
474,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0053.cxi,cxils8317,53,train
475,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0134.cxi,cxils8717,134,train
476,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0072.cxi,cxim1416,72,train
477,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0084.cxi,cxim1416,84,train
478,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0267.cxi,cxilr2316,267,train
479,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0046.cxi,cxils8717,46,train
480,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0007.cxi,cxip14117,7,train
481,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0189.cxi,cxilt5917,189,train
482,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0203.cxi,cxilr2316,203,train
483,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0073.cxi,cxilr2816,73,train
484,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0178.cxi,cxilu1817,178,train
485,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0007.cxi,cxils9717,7,train
486,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0064.cxi,cxip14117,64,train
487,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0145.cxi,cxils8317,145,train
488,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0098.cxi,cxils8317,98,train
489,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0101.cxi,cxim1416,101,train
490,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0025.cxi,cxilr2816,25,train
491,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0441.cxi,cxil8416,441,train
492,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0191.cxi,cxilr2816,191,train
493,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0125.cxi,cxilt5917,125,train
494,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0210.cxi,cxilr2316,210,train
495,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0222.cxi,cxilt5917,222,train
496,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0131.cxi,cxils8717,131,train
497,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0048.cxi,cxip14117,48,train
498,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0220.cxi,cxilt5917,220,train
499,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0307.cxi,cxilr2316,307,train
500,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0157.cxi,cxils9717,157,train
501,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0130.cxi,cxils9717,130,train
502,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0458.cxi,cxilr8416,458,train
503,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0143.cxi,cxig0715,143,train
504,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0237.cxi,cxils9717,237,train
505,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0183.cxi,cxilr2316,183,train
506,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0244.cxi,cxilr2316,244,train
507,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0068.cxi,cxils8717,68,train
508,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0023.cxi,cxils9717,23,train
509,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0083.cxi,cxils8717,83,train
510,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0226.cxi,cxilt5917,226,train
511,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0117.cxi,cxilr2816,117,train
512,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0268.cxi,cxilr8416,268,train
513,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0140.cxi,cxilt5917,140,train
514,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0183.cxi,cxilr8416,183,train
515,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0141.cxi,cxilr2816,141,train
516,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0016.cxi,cxilu4517,16,train
517,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0031.cxi,cxip14117,31,train
518,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0118.cxi,cxilr2816,118,train
519,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0219.cxi,cxilt5917,219,train
520,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0213.cxi,cxig0715,213,train
521,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0016.cxi,cxilr2816,16,train
522,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0110.cxi,cxilr2816,110,train
523,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0350.cxi,cxilt4317,350,train
524,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0056.cxi,cxils9717,56,train
525,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0019.cxi,cxic0515,19,train
526,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0024.cxi,cxim1416,24,train
527,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0106.cxi,cxilr2816,106,train
528,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0074.cxi,cxilr2816,74,train
529,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0466.cxi,cxilr8416,466,train
530,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0080.cxi,cxils8317,80,train
531,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0021.cxi,cxilr2816,21,train
532,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0015.cxi,cxils9717,15,train
533,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0141.cxi,cxilt5917,141,train
534,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilq8015_0061.cxi,cxilq8015,61,train
535,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0066.cxi,cxilr2816,66,train
536,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0382.cxi,cxil8416,382,train
